Year,Term,Subject,Number,Course Title,Sched Type,Primary Instructor,GPA
2013,Fall,LING,307,Elmnts Semantics & Pragmatics,LCD,"Girju, Corina R",3.407407407407407
2019,Spring,ARCH,475,Arch Design & Development,LAB,"Lapunzina, Alejandro",2.713103448275862
2020,Fall,CS,433,Computer System Organization,ONL,"Adve, Sarita V",3.5682352941176467
2015,Fall,BTW,250,Principles Bus Comm,LCD,"Im, Jane",3.3339130434782605
2021,Spring,CPSC,131,Agriculture in Mythology,Onl,"Rayburn, A L",3.337121212121212
2013,Spring,SHS,221,American Sign Language II,LCD,"Haring, Donald L",3.464782608695652
2018,Spring,ECE,210,Analog Signal Processing,,"Alvarez, Juan",2.7265999999999995
2018,Fall,CHLH,421,Health Data Analysis,LCD,"An, Ruopeng",3.8081818181818186
2019,Spring,MSE,308,Materials Laboratory II,LEC,"TerBush, Jessica",3.63746835443038
2011,Spring,MSE,474,Biomaterials and Nanomedicine,LCD,"Cheng, Jianjun",3.7852941176470587
2013,Spring,ANSC,100,Intro to Animal Sciences,LAB,"Parrett, Douglas F",3.055333333333333
2012,Fall,ANSC,221,"Cells, Metabolism and Genetics",LEC,"Beever, Jonathan E",3.0456000000000003
2011,Spring,SOC,100,Introduction to Sociology,DIS,"Brown-Davis, Nicole M",3.1251851851851855
2017,Spring,MATH,415,Applied Linear Algebra,,"Bergvelt, Maarten J",2.7467452830188677
2016,Fall,CHLH,243,Drug Use and Abuse,,"Kersh, Renique",3.342532188841202
2014,Fall,MACS,101,Intro to the Media,LCD,"Wilson, Kerry B",3.27
2011,Fall,KIN,140,Social Sci of Human Movement,LEC,"Drollette, Eric S",3.202878787878788
2020,Spring,AAS,100,Intro Asian American Studies,DIS,"Boonsripaisal, Simon",3.5113333333333334
2017,Spring,RLST,120,A History of Judaism,,"Rosenstock, Bruce",3.11125
2015,Spring,BADM,378,Logistics Management,LCD,"Agrawal, Anupam",2.2087499999999998
2015,Fall,PSYC,238,Abnormal Psych,LEC,"Lyubansky, Mikhail",3.268292682926829
2018,Fall,MCB,251,Exp Techniqs in Molecular Biol,LAB,"Kirchner, Nicholas C",3.301428571428571
2020,Spring,CHEM,233,Elementary Organic Chem Lab I,LEC,"Kell, David A",3.762394957983193
2020,Spring,ACCY,301,Atg Measurement & Disclosure,LCD,"Anderson, Spencer B",3.380952380952381
2010,Spring,CMN,101,Public Speaking,LCD,"Chupp, Elizabeth L",3.7604
2013,Fall,HIST,100,Global History,DIS,"Chattopadhyaya, Utathya",3.319583333333334
2013,Fall,ENG,198,IEFX Projects 3,LEC,"Litchfield, J B",3.5252499999999998
2018,Spring,HORT,180,Medicinal Plants and Herbology,,"Riggins, Chance",3.412380952380953
2018,Fall,ARAB,150,Lang&Culture of Arab World,ONL,"Saadah, Eman",3.6561290322580646
2019,Fall,BADM,509,Managing Organizations,ONL,"Bednar, Michael K",3.627440476190477
2011,Summer,FSHN,461,Food Processing I,LEC,"Artz, William E",3.6607142857142856
2011,Fall,GS,101,Exploring General Studies,LCD,"Heintz, Hollie",3.7698969072164945
2015,Spring,ECE,316,Ethics and Engineering,LCD,"Hillmer, Philip M",3.54103448275862
2016,Fall,SOC,100,Introduction to Sociology,,"McLean, Shay Akil",3.166428571428572
2020,Fall,REHB,330,Disability in American Society,ONL,"Jan, Yih-Kuen",3.6666120218579237
2017,Fall,BUS,120,Business Honors Seminar,,"Green, Kerri A",3.8333333333333335
2021,Fall,ECON,500,Microeconomics,LEC,"Krasa, Stefan",3.2110526315789474
2014,Spring,ECON,203,Economic Statistics II,LAB,"Sarhangian, Saeed",3.0004081632653063
2011,Summer,CMN,101,Public Speaking,LCD,"Finley, Kala G",3.1327999999999996
2016,Spring,CHLH,274,Introduction to Epidemiology,LCD,"Grigsby, Diana S",2.9760927152317875
2011,Fall,MATH,348,Fundamental Mathematics-ACP,LCD,"Merenkov, Sergiy",2.753478260869566
2010,Spring,PSYC,100,Intro Psych,LCD,"Rubin, Rachael D",3.0560416666666668
2019,Winter,SPAN,142,Spanish in the Professions,ONL,"Henshaw, Florencia G",3.3047826086956524
2014,Fall,HIST,100,Global History,DIS,"Murphy, Evan R",3.1063636363636364
2019,Fall,FIN,511,Investments,ONL,"Weisbenner, Scott J",3.538934911242603
2019,Fall,STAT,443,Professional Statistics,LBD,"Glosemeyer, Darren W",3.478378378378379
2019,Fall,PSYC,100,Intro Psych,LCD,"Travis, Lisa L",2.9780000000000006
2011,Fall,CHLH,243,Drug Use and Abuse,LCD,"Salentine, Benjamin A",2.4849999999999994
2015,Spring,ECON,202,Economic Statistics I,LAB,"Kim, Dongwoo",2.9
2019,Spring,FIN,321,Advanced Corporate Finance,LCD,"Peters, Stephen R",3.12025641025641
2015,Spring,CI,405,Intro Tchg Elem Age Children,LCD,"Dean, Sheila R",3.3754166666666667
2018,Spring,GLBL,296,Gender & Intl Human Rights Law,,"Williams, Amy K",3.8808
2016,Spring,LER,545,Economics of Human Resources,LCD,"Olson, Craig A",3.304222222222222
2021,Spring,CI,475,Teach Elem Rdg & Lang Arts I,ONL,"MacGregor, Nancy A",3.8113333333333332
2013,Spring,PSYC,100,Intro Psych,LCD,"Srull, Thomas K",3.0258620689655173
2013,Fall,CMN,277,Intro to Mediated Comm,LEC,"Riles, Julius M",2.8389444444444445
2018,Fall,ECON,302,Inter Microeconomic Theory,DIS,"Buckley, Bryan D",2.334
2011,Spring,RHET,105,Principles of Composition,LCD,"Penn, Darren K",3.3631818181818187
2021,Fall,FIN,412,Options and Futures Markets,LCD,"Peterson, Paul E",3.4395454545454545
2018,Fall,MATH,286,Intro to Differential Eq Plus,LCD,"Chuang, Jer-Chin",2.883404255319149
2018,Fall,ARCH,273,Strategies of Arch Design,LEC,"Melgarejo De Be, Andrea L",2.875656565656566
2015,Fall,PLPA,200,"Plants, Pathogens, and People",LCD,"Eastburn, Darin M",3.3636363636363638
2020,Fall,REL,110,World Religions,OD,"Karipek, Asena",3.2351851851851854
2020,Spring,CHLH,101,Introduction to Public Health,LEC,"Yarnot, Rebecca K",3.4384337349397596
2010,Spring,CS,428,Software Engineering II,ONL,"Marinov, Darko",3.7985714285714285
2011,Fall,ACE,161,Microcomputer Applications,LBD,"Rogalla, Valerie",3.0
2011,Fall,SPAN,254,Intro to Cultural Analysis,DIS,"Pittman, Kristina",3.4545454545454546
2015,Fall,ECON,202,Economic Statistics I,Q,"Lee, Jae-Myun",2.9193939393939394
2011,Spring,HDFS,261,Self-Help Group Dev & Process,LCD,"Monday, Sharon L",3.3868
2016,Spring,HIST,120,East Asian Civilizations,DIS,"Tong, Haoyu",2.6672
2010,Spring,FIN,221,Corporate Finance,DIS,"Liu, Yang",2.2747058823529414
2018,Spring,CEE,557,Groundwater Modeling,,"Valocchi, Albert J",3.7872
2010,Spring,HIST,172,US Hist Since 1877,DIS,"Roediger, David R",3.1904761904761907
2020,Spring,IS,506,Youth Services Librarianship,ONL,"Ohms, Ann M",3.962962962962963
2011,Summer,ECE,210,Analog Signal Processing,LEC,"Trick, Timothy N",2.6967857142857143
2017,Spring,PHYS,211,University Physics: Mechanics,,"Madhavan, Vidya",2.7026241134751774
2014,Fall,FSHN,345,Hospitality Purchasing,LEC,"Reutter, Elizabeth F",3.880952380952382
2017,Spring,PHIL,202,Symbolic Logic,,"Gilbert, David R",2.5351162790697677
2017,Spring,IE,398,Stochastic Process and Applic,,"Xin, Linwei",3.518987341772152
2016,Spring,ACCY,517,Financial Statement Analysis,LCD,"Ibrahim, Adel Nematallah",3.4762857142857144
2011,Summer,DANC,100,Intro to Contemporary Dance,ONL,"Brandt, Elizabeth A",3.833636363636364
2018,Spring,BIOC,446,Physical Biochemistry,,"Zhang, Kai",3.5663636363636364
2020,Spring,MATH,286,Intro to Differential Eq Plus,LCD,"Manfroi, Aldo J",3.5050526315789474
2014,Fall,ENG,198,IEFX Projects 2,LEC,"Bradley, Joe A",3.9484444444444446
2014,Fall,LAS,101,Freshman Seminar,DIS,"Hoffman, Ruth A",3.682857142857143
2013,Fall,CHLH,101,Introduction to Public Health,DIS,"Pierce, Danielle M",3.3025
2021,Summer,PSYC,204,Intro to Brain and Cognition,ONL,"Dolcos, Sanda M",3.2514285714285713
2014,Spring,ECON,483,Econ of Innovation and Tech,LCD,"Chalioti, Evangelia",3.55
2015,Spring,PHYS,427,Thermal & Statistical Physics,LEC,"Giannetta, Russell W",2.9640625000000003
2016,Fall,LER,593,Quantitative Methods in LER,,"Newman, Daniel A",3.6848648648648648
2021,Spring,BUS,201,Business Dynamics,ONL,"Dahl, James G",3.897884615384615
2012,Fall,ENG,466,High-Tech Venture Marketing,LCD,"Clifton, Rhiannon L",3.795483870967742
2021,Spring,IE,398,Simulation,ONL,"Vogiatzis, Chrysafis",3.600181818181818
2018,Spring,ECON,411,Public Sector Economics,,"Arvin-Rad, Hassan",2.8280000000000007
2015,Spring,ABE,141,ABE Principles: Biological,LEC,"Bhalerao, Kaustubh",3.7521568627450983
2015,Spring,TSM,100,Technical Systems in Agr,LEC,"Harper, Joe G",2.39469387755102
2016,Fall,ANSC,498,Integrating Animal Sciences,,"Loerch, Steven C",3.8194444444444446
2018,Winter,BADM,350,IT for Networked Organizations,ONL,"Sachdev, Vishal",3.7013793103448274
2021,Fall,ACE,100,Intro to Applied Micro,DIS,"Cai, Chang",3.1829032258064514
2012,Fall,SPAN,314,Latin American Literatures I,LCD,"Beckman, Ericka",3.5242857142857145
2017,Fall,EPSY,220,Career Theory and Practice,,"King, Matthew T",3.940714285714286
2018,Spring,CEE,421,Construction Planning,,"El-Rayes, Khaled A",3.4293750000000003
2018,Spring,ECE,316,Ethics and Engineering,,"Hillmer, Philip M",3.8440624999999997
2011,Fall,ECE,340,Semiconductor Electronics,DIS,"Gilbert, Matthew",2.1371794871794876
2011,Fall,MCB,252,"Cells, Tissues & Development",DIS,"Ramchandran, Divya",3.463913043478261
2019,Fall,REL,231,Religion and Philosophy,LCD,"Rosenstock, Bruce",3.1310714285714285
2021,Spring,GEOG,254,"American People, Places, & Env",ONL,"Cidell, Julie L",3.6347619047619046
2016,Spring,AE,443,Aerospace Systems Design II,LCD,"Jonkouski, Gail C",3.8492452830188677
2019,Fall,TAM,201,Mechanics for Technol & Mgmt,LEC,"Chang, Wayne",3.7982142857142853
2016,Spring,CS,173,Discrete Structures,DIS,"Fleck, Margaret M",3.120277777777778
2017,Summer,CS,199,Elements of Game Design,,"Angrave, Lawrence C",3.7734042553191487
2020,Summer,ACCY,410,Advanced Financial Reporting,ONL,"Penn, Michael W",3.432592592592593
2010,Fall,CHEM,103,General Chemistry Lab I,LAB,"Muller, Neal W",3.1862295081967207
2010,Fall,ME,370,Mechanical Design I,LCD,"Socie, Darrell F",3.156470588235294
2015,Spring,NRES,287,Environment and Society,LEC,"Cutts, Bethany B",3.173958333333333
2014,Spring,SHS,120,"Child, Comm, & Lang Ability",ONL,"Wachtel, Jayne M",3.75
2021,Spring,MATH,220,Calculus,OLC,"Palmer, Joseph A",2.7069491525423732
2017,Spring,ECON,411,Public Sector Economics,,"Gahvari, Firouz",2.857142857142857
2012,Spring,MCB,450,Introductory Biochemistry,LEC,"Levesque, Lyne",2.579565217391304
2020,Fall,BUS,201,Business Dynamics,ONL,"Dahl, James G",3.943617021276596
2019,Spring,CS,461,Computer Security I,LCD,"Bailey, Michael D",2.8338679245283025
2020,Fall,GS,101,Exploring General Studies,ONL,"Holterman, Christopher J",3.292328767123288
2021,Fall,LAS,101,Design First Year Experience,DIS,"Khneisser, Mona",3.9308333333333336
2020,Fall,ECON,302,Inter Microeconomic Theory,OD,"Stechuk, Sunlee",2.7446153846153853
2015,Fall,GS,101,Exploring General Studies,LCD,"Surratt, Aaron T",3.625500000000001
2011,Summer,ME,521,Convective Heat Transfer,LCD,"Kyritsis, Dimitrios C",3.8045454545454547
2016,Spring,ANSC,306,Equine Science,LAB,"Kline, Kevin H",3.7419354838709675
2017,Fall,ME,320,Heat Transfer,,"Smith, Kyle C",3.104705882352942
2019,Fall,ME,340,Dynamics of Mechanical Systems,LEC,"Dullerud, Geir E",3.625625
2011,Spring,BADM,449,Business Policy and Strategy,LCD,"Echambadi, Rajagopal",3.837333333333333
2016,Fall,CPSC,215,The Prairie and Bioenergy,,"Voigt, Thomas B",3.362608695652174
2018,Spring,ATMS,140,Climate and Global Change,,"Nesbitt, Anna",3.2359999999999998
2011,Spring,ANTH,230,Sociocultural Anthropology,DIS,"Spreng, Elizabeth A",3.5360714285714288
2015,Fall,ACE,161,Microcomputer Applications,LBD,"Lo, Alexander C",3.3333333333333335
2018,Spring,IB,151,Organismal & Evol Biol Lab,,"Robertson, Hugh M",3.5459090909090913
2019,Fall,LAS,101,Design First Year Experience,DIS,"Soranso, Murillo S",3.359615384615385
2017,Spring,CPSC,117,Agric. & Science of Coffee,,"Briskin, Donald P",3.7615624999999997
2011,Summer,TSM,435,Elec Computer Ctrl Sys,LEC,"Bhalerao, Kaustubh",3.217826086956522
2020,Fall,MATH,441,Differential Equations,ONL,"Rapti, Zoi",3.0515151515151517
2014,Fall,ECON,203,Economic Statistics II,LAB,"Petry, Joseph A",2.404230769230769
2018,Summer,PHYS,211,University Physics: Mechanics,LEC,"Rosenblatt, Rebecca J",2.9642857142857144
2018,Spring,STAT,448,Advanced Data Analysis,,"Kinson, Christopher L",3.65625
2017,Fall,ARCH,351,Statics & Dynamics,,"Mitalski, Marc A",2.9380392156862754
2011,Summer,AGED,260,Intro to Leadership Studies,LCD,"Graglia, Pamela E",3.0459090909090913
2011,Summer,MCB,316,Genetics and Disease,DIS,"Pan, Yinghong",2.695652173913044
2017,Fall,ECON,440,Economics of Labor Markets,,"Wu, Yue",3.3336363636363635
2019,Spring,ASTR,310,Computing in Astronomy,LEC,"Ricker, Paul M",3.02
2011,Spring,ENGL,101,Intro to Poetry,LCD,"Rudy, Gwendolen A",3.5814285714285714
2021,Spring,ACCY,517,Financial Statement Analysis,OLC,"Li, Yue",3.864814814814815
2014,Fall,ADV,281,Advertising Research Methods,LCD,"Wise, Kevin R",2.8687234042553187
2021,Fall,ECE,120,Introduction to Computing,OLC,"Levchenko, Kirill I",3.1088775510204085
2014,Fall,CMN,368,Sexual Communication,LEC,"Ramey, Mary E",3.429847908745247
2010,Fall,CMN,101,Public Speaking,LCD,"Ramey, Mary E",3.7446153846153845
2020,Spring,STAT,542,Statistical Learning,LCD,"Zhu, Ruoqing",3.5771794871794875
2015,Fall,ENG,199,Undergraduate Open Seminar,LCD,"Dai, Yameng",3.3334285714285716
2021,Fall,BADM,300,The Legal Environment of Bus,LCD,"Warnick, Emerson T",3.582021276595745
2017,Fall,MATH,221,Calculus I,,"Murphy, Robert F",2.567799043062201
2011,Fall,CHEM,103,General Chemistry Lab I,LAB,"Zarkhah, Araz G",3.137272727272727
2013,Fall,FIN,580,"Market Microstructure, Trading",LCD,"Clark-Joseph, Adam D",3.8186363636363634
2019,Spring,ECON,103,Macroeconomic Principles,DIS,"Leite Estanisla, Luiz Fel",3.3865789473684202
2010,Spring,CHEM,205,Accelerated Chemistry Lab II,LEC,"Llewellyn, Nicholas",2.8285585585585586
2016,Spring,GER,101,Beginning German I,LCD,"Sellinger, David J",3.4495652173913043
2013,Fall,MCB,199,MCB Merit Workshop,LCD,"Reedy, Melissa M",3.727727272727273
2013,Fall,ACCY,510,Financial Reporting Standards,LCD,"Polinski, Paul W",3.5372222222222223
2021,Fall,BADM,509,Managing Organizations,ONL,"Bednar, Michael K",3.61919512195122
2011,Summer,ECE,398,Special Topics in ECE,LEC,"Choquette, Kent D",3.3322580645161293
2020,Spring,MBA,503,Strategy,LCD,"Somaya, Deepak",3.763555555555555
2018,Fall,KIN,109,Volleyball,LAB,"Morales, Dakota G",3.7916666666666665
2013,Fall,ENGL,200,Intro to the Study of Lit,LCD,"Thomas, Eric A",3.218620689655172
2014,Spring,THEA,101,Introduction to Theatre Arts,ONL,"Morrissette, Jason W",3.63
2011,Fall,CS,105,Intro Computing: Non-Tech,LBD,"Gambill, Thomas N",3.073658536585366
2011,Summer,BIOE,301,Introductory Biomechanics,LCD,"Bailey, Jennifer L",3.078076923076923
2014,Fall,IB,401,Introduction to Entomology,LEC,"Hanks, Lawrence M",3.142857142857143
2014,Spring,ACE,411,Environment and Development,LCD,"Khanna, Madhu",3.1949999999999994
2017,Spring,LAW,792,Advanced Legal Research,,"Healey, Paul D",3.3848717948717946
2014,Spring,CS,555,Numerical Methods for PDEs,LEC,"Olson, Luke",3.698125
2013,Fall,MDIA,270,Introduction to Media Sales,LCD,"Clifton, Brett S",3.570116279069767
2020,Spring,AE,410,Computational Aerodynamics,LCD,"Panesi, Marco",3.212
2019,Summer,ECE,205,Electrical & Electronic Ckts,LEC,"Cheng, Zuofu",3.2127272727272724
2019,Spring,MATH,446,Applied Complex Variables,LCD,"Nikolaev, Igor G",3.0012121212121214
2011,Spring,PHIL,101,Introduction to Philosophy,DIS,"Wassell, Michael D",3.401794871794872
2021,Fall,MCB,245,Human Anat & Physiol Lab I,LAB,"Joesting, Jennifer J",2.437241379310345
2021,Fall,CMN,336,Family Communication,LCD,"Ramey, Mary E",3.806451612903226
2011,Fall,ANSC,467,Applied Animal Ecology,LEC,"Johnson, Janeen L",3.86
2017,Spring,LAW,631,Secured Transactions,,"Lawless, Robert M",3.3754166666666663
2018,Spring,CLCV,111,Mythology of Greece and Rome,,"Solomon, Jon",3.3019277108433736
2019,Fall,SOC,100,Introduction to Sociology,ONL,"Steward, Daniel J",3.872909090909091
2014,Spring,CPSC,112,Introduction to Crop Sciences,LEC,"Simmons, F W",3.301182795698925
2013,Spring,CS,105,Intro Computing: Non-Tech,LEC,"Zhao, Kai",3.22860824742268
2015,Spring,CMN,435,Adv Interpersonal Comm,LCD,"Ramey, Mary E",3.6782758620689657
2020,Spring,CMN,396,Performing Rhetoric,LCD,"Gailey, Benjamin J",3.619285714285714
2014,Fall,MATH,225,Introductory Matrix Theory,LCD,"Bradlow, Steven B",2.5617222222222225
2011,Fall,PHYS,460,Condensed Matter Physics,LEC,"Eckstein, James N",3.4727777777777775
2017,Spring,NRES,488,Soil Fertility and Fertilizers,,"Mulvaney, Richard L",2.7283076923076925
2016,Fall,LAS,101,Freshman Seminar,,"Soranso, Murillo S",3.6254166666666667
2011,Summer,PHIL,101,Introduction to Philosophy,DIS,"Melnick, Arthur",2.9571052631578945
2021,Spring,ME,330,Engineering Materials,OLC,"Mercer, Brian S",3.347450980392157
2017,Spring,PS,100,Intro to Political Science,,"Kourtikakis, Konstantinos",3.1358571428571427
2013,Summer,PHYS,214,Univ Physics: Quantum Physics,LEC,"Halfpap, Bradford L",3.0007017543859646
2016,Fall,ME,360,Signal Processing,,"Dullerud, Geir E",2.971914893617021
2010,Summer,ACCY,312,Principles of Taxation,LCD,"Holder, Daniel E",3.4029166666666666
2017,Fall,ECON,302,Inter Microeconomic Theory,,"Buckley, Bryan D",2.487692307692308
2018,Spring,ME,300,Thermodynamics,,"Matalon, Moshe",2.408987341772152
2020,Fall,IB,360,Evolution and Human Health,OLC,"Roseman, Charles C",3.963302752293578
2020,Spring,BTW,250,Principles Bus Comm,LCD,"Dudek, John",3.7127272727272724
2014,Fall,MATH,241,Calculus III,LEC,"Leininger, Christopher J",2.7373846153846153
2015,Spring,ECE,350,Fields and Waves II,DIS,"Dragic, Peter D",3.1140425531914895
2012,Fall,ASTR,406,Galaxies and the Universe,LEC,"Brunner, Robert J",3.2395238095238095
2018,Spring,GEOG,221,Geographies of Global Conflict,,"Jefferson, Brian J",3.7444186046511625
2014,Fall,CI,448,Tchg Elem Social Studies,LCD,"Murray, Natasha C",3.6541666666666663
2012,Fall,SHS,120,"Child, Comm, & Lang Ability",ONL,"Sellers, Hillary",3.4285714285714284
2016,Fall,MATH,241,Calculus III,,"Tolman, Susan",2.7115966386554624
2016,Spring,PSYC,216,Child Psych,LEC,"Baillargeon, Renee L",3.3043478260869565
2010,Fall,ACCY,312,Principles of Taxation,LCD,"Varadharajan, Anupama",3.380238095238095
2019,Fall,GEOL,100,Planet Earth,DIS,"Long, Ann D",3.4213043478260876
2012,Fall,STAT,400,Statistics and Probability I,LEC,"Culpepper, Steven A",2.5872093023255816
2016,Spring,CHEM,105,General Chemistry Lab II,LAB,"Wyllie, Ryan M",3.7358620689655173
2014,Fall,AE,321,Mechs of Aerospace Structures,LCD,"Lambros, John",2.664074074074074
2020,Fall,ENGL,373,Disability and Film,ONL,"Prendergast, Catherine J",3.7621428571428575
2011,Spring,CMN,463,Organizational Health Comm,LCD,"Lammers, John C",3.515142857142857
2014,Spring,DANC,100,Intro to Contemporary Dance,LEC,"Simson, Kirstie",3.869285714285714
2017,Fall,BADM,590,Glbl Impct:CulPsych&BusEthics,,"Torelli, Carlos J",3.907685185185185
2021,Fall,BADM,540,Frontiers in Technology,ONL,"Parthasarathy, Rangarajan",3.952828282828283
2020,Spring,BADM,350,IT for Networked Organizations,LCD,"Nelson, Matthew L",3.9643076923076923
2019,Spring,BADM,350,IT for Networked Organizations,LCD,"Parthasarathy, Rangarajan",2.8896969696969697
2016,Spring,AE,202,Aerospace Flight Mechanics,LCD,"Ghosh, Alexander R",3.1770370370370373
2017,Fall,CHEM,103,General Chemistry Lab I,,"Aghajani, Ali Asghar",3.734
2019,Fall,IHLT,375,Interdis Collab in Health Serv,LEC,"Bobitt, Julie L",3.631111111111111
2014,Spring,ENGL,109,Intro to Fiction-ACP,LCD,"Tienou, Debora",2.9725
2015,Fall,MCB,354,Biochem & Phys Basis of Life,DIS,"Stenger, Alejandra L",2.666363636363637
2015,Spring,MCB,150,Molec & Cellular Basis of Life,DIS,"Reedy, Melissa M",3.110952380952381
2011,Summer,PSYC,100,Intro Psych,LCD,"Windsor, Matthew B",2.91468085106383
2016,Spring,AE,461,Structures & Control Lab,LCD,"Chasiotis, Ioannis",3.723020833333333
2016,Fall,SOC,100,Introduction to Sociology,,"Teimourigerdeh, Amirhosse",3.1037931034482766
2021,Summer,MATH,441,Differential Equations,ONL,"McCarthy, Randy",3.318636363636364
2011,Spring,VM,604,Structure and Function III,LEC,"Pijanowski, Gerald J",2.8135593220338984
2017,Spring,BTW,250,Principles Bus Comm,,"Emmert, Ashley",3.0166666666666666
2015,Spring,BADM,350,IT for Networked Organizations,LCD,"Langer, Nishtha",3.40125
2016,Spring,PSYC,496,Behavior Genetics,LEC,"Derringer, Jaime L",3.76
2019,Spring,CMN,102,Intro to Comm Theory & Res,LEC,"Quick, Brian L",2.5835023041474647
2020,Fall,SHS,170,Intro Hum Comm Sys & Disorders,ONL,"Fogerty, Daniel",3.5727611940298507
